name.forbes-billionaires,lastName.forbes-billionaires,uri.forbes-billionaires,imageUri.forbes-billionaires,worthChange.forbes-billionaires,age.forbes-billionaires,source.forbes-billionaires,industry.forbes-billionaires,gender.forbes-billionaires,country.forbes-billionaires,timestamp.forbes-billionaires,realTimeWorth.forbes-billionaires,realTimeRank.forbes-billionaires,realTimePosition.forbes-billionaires,position.forbes-china-billionaires,rank.forbes-china-billionaires,name.forbes-china-billionaires,lastName.forbes-china-billionaires,uri.forbes-china-billionaires,imageUri.forbes-china-billionaires,worth.forbes-china-billionaires,age.forbes-china-billionaires,source.forbes-china-billionaires,industry.forbes-china-billionaires,gender.forbes-china-billionaires,Cosine
Wang Miaotong,Wang,wang-miaotong,no-pic,-9.289,60,auto parts,Automotive,M,China,1516704901086,1166.529,1896,1896,276,275,Wang Linpeng,Wang,wang-linpeng,no-pic,1400,49,furniture retailing,Construction & Engineering,M,49
Wang Miaotong,Wang,wang-miaotong,no-pic,-9.289,60,auto parts,Automotive,M,China,1516704901086,1166.529,1896,1896,283,283,Wang Liping,Wang,wang-liping,no-pic,1360,51,hydraulic machinery,Manufacturing,M,49
Wang Miaotong,Wang,wang-miaotong,no-pic,-9.289,60,auto parts,Automotive,M,China,1516704901086,1166.529,1896,1896,306,303,Wang Yong,Wang,wang-yong,wang-yong,1300,67,food sweeteners,Food and Beverage,M,49
Wang Miaotong,Wang,wang-miaotong,no-pic,-9.289,60,auto parts,Automotive,M,China,1516704901086,1166.529,1896,1896,314,311,Wang Jing,Wang,wang-jing,wang-jing,1280,45,telecom services,Telecom,M,//specials-images.forbesimg.com/imageserve/589de20b31358e1a35ab12f3/416x416.jpg?background=000000&cropX1=34&cropX2=744&cropY1=93&cropY2=804,49
Wang Miaotong,Wang,wang-miaotong,no-pic,-9.289,60,auto parts,Automotive,M,China,1516704901086,1166.529,1896,1896,322,320,Wang Yanqing,Wang,wang-yanqing-1,no-pic-female,1240,71,carbon fiber products,Manufacturing,F,49
Wang Miaotong,Wang,wang-miaotong,no-pic,-9.289,60,auto parts,Automotive,M,China,1516704901086,1166.529,1896,1896,341,339,Wang Wenbiao,Wang,wang-wenbiao,wang-wenbiao,1190,61,"natural gas fertilizers",Manufacturing,M,49
Wang Miaotong,Wang,wang-miaotong,no-pic,-9.289,60,auto parts,Automotive,M,China,1516704901086,1166.529,1896,1896,357,352,Wang Han,Wang,wang-han,no-pic,1160,30,airline,Diversified,M,49
Wang Miaotong,Wang,wang-miaotong,no-pic,-9.289,60,auto parts,Automotive,M,China,1516704901086,1166.529,1896,1896,368,362,Wang Junjin,Wang,wang-junjin,wang-junjin,1150,49,airline,Service,M,49
Wang Miaotong,Wang,wang-miaotong,no-pic,-9.289,60,auto parts,Automotive,M,China,1516704901086,1166.529,1896,1896,399,395,Wang Zhenghua,Wang,wang-zhenghua,wang-zhenghua,1070,73,budget airline,Service,M,//specials-images.forbesimg.com/imageserve/589dec9da7ea431f32193348/416x416.jpg?background=000000&cropX1=182&cropX2=593&cropY1=16&cropY2=427,49
Wang Wenjing,Wang,wang-wenjing,wang-wenjing,117.889,53,business software,Technology,M,China,1516704901086,1898.767,1322,1322,179,179,Wang Wenjing,Wang,wang-wenjing,wang-wenjing,1820,53,business software,Technology,M,//specials-images.forbesimg.com/imageserve/589de75931358e1a35ab137c/416x416.jpg?background=000000&cropX1=147&cropX2=598&cropY1=79&cropY2=530,99
Wu Yiling,Wu,wu-yiling,wu-yiling,-1.617,68,pharmaceuticals,Healthcare,M,China,1516704901086,1434.369,1649,1649,253,251,Wu Yiling,Wu,wu-yiling,wu-yiling,1490,68,pharmaceuticals,Healthcare,M,99
Zhang Jingzhang,Zhang,zhang-jingzhang,no-pic,28.157,82,precision machinery,Manufacturing,M,China,1516704901086,1361.613,1718,1718,265,263,Zhang Jingzhang,Zhang,zhang-jingzhang,no-pic,1440,82,precision machinery,Manufacturing,M,99
Sheng Jian Zhong,Zhong,sheng-jian-zhong,sheng-jian-zhong,9.986,59,real estate,Real Estate,M,Singapore,1516704901086,2043.204,1242,1242,84,83,Wang Jian,Wang,wang-jian-1,wang-jian-1,3300,64,healthcare services,Technology,M,//specials-images.forbesimg.com/imageserve/5a0b277aa7ea436b47b55a75/416x416.jpg?background=000000&cropX1=710&cropX2=3165&cropY1=0&cropY2=2456,40
Sheng Jian Zhong,Zhong,sheng-jian-zhong,sheng-jian-zhong,9.986,59,real estate,Real Estate,M,Singapore,1516704901086,2043.204,1242,1242,114,114,Lin Zhong,Lin,lin-zhong,no-pic,2520,49,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d2201a7ea431f321929d4/416x416.jpg?background=000000&cropX1=159&cropX2=602&cropY1=89&cropY2=532,40
Sheng Jian Zhong,Zhong,sheng-jian-zhong,sheng-jian-zhong,9.986,59,real estate,Real Estate,M,Singapore,1516704901086,2043.204,1242,1242,207,205,Wang Jian,Wang,wang-jian-3,no-pic,1690,56,conglomerate,Diversified,M,40
Zhou Hongyi,Zhou,zhou-hongyi,zhou-hongyi,-591.959,47,security software,Technology,M,China,1516704901086,16218.067,93,93,254,251,Zhou Hongyi,Zhou,zhou-hongyi,zhou-hongyi,1490,47,security software,Technology,M,//specials-images.forbesimg.com/imageserve/589f2f00a7ea431f321947dc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=306&cropY2=1050,99
William Ackman,Ackman,william-ackman,william-ackman,0,51,hedge funds,Finance and Investments,M,United States,1516704901086,1300,1767,1768,9,9,William Ding,Ding,william-ding,william-ding,16900,46,online games,Technology,M,//specials-images.forbesimg.com/imageserve/5a05ee844bbe6f37dda228e8/416x416.jpg?background=000000&cropX1=660&cropX2=3091&cropY1=12&cropY2=2441,49
William Ackman,Ackman,william-ackman,william-ackman,0,51,hedge funds,Finance and Investments,M,United States,1516704901086,1300,1767,1768,219,218,William Li,Li,william-li,no-pic,1630,43,automobiles,Automotive,M,49
William F. Austin,Austin,william-f-austin,william-f-austin,0,75,hearing aids,Manufacturing,M,United States,1516704901086,1708.52,1429,1429,9,9,William Ding,Ding,william-ding,william-ding,16900,46,online games,Technology,M,//specials-images.forbesimg.com/imageserve/5a05ee844bbe6f37dda228e8/416x416.jpg?background=000000&cropX1=660&cropX2=3091&cropY1=12&cropY2=2441,40
William F. Austin,Austin,william-f-austin,william-f-austin,0,75,hearing aids,Manufacturing,M,United States,1516704901086,1708.52,1429,1429,219,218,William Li,Li,william-li,no-pic,1630,43,automobiles,Automotive,M,40
Cao Kejian,Cao,cao-kejian,cao-kejian,54.385,55,air compressors,Manufacturing,M,China,1516704901086,1140.014,1922,1922,329,329,Cao Kejian,Cao,cao-kejian,cao-kejian,1210,55,air compressors,Manufacturing,M,99
Che Fengsheng,Che,che-fengsheng,che-fengsheng,-46.468,55,pharmaceuticals,Healthcare,M,China,1516704901086,1691.043,1445,1445,232,232,Che Fengsheng,Che,che-fengsheng,che-fengsheng,1570,55,pharmaceuticals,Healthcare,M,99
Chen Dakui,Chen,chen-dakui,no-pic,empty,66,shrink-wrap film,Manufacturing,M,China,1510749413237,352,352,Chen Dakui,Chen,chen-dakui,no-pic,1160,66,shrink-wrap film,Manufacturing,M,99
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,73,73,Chen Dongsheng,Chen,chen-dongsheng,no-pic,3600,60,insurance,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/5a05ff0b4bbe6f37dda22ab7/416x416.jpg?background=000000&cropX1=1661&cropX2=4997&cropY1=14&cropY2=3350,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,90,90,Chen Fashu,Chen,chen-fashu,chen-fashu,3100,57,investments,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/5a061a6b31358e542c051d52/416x416.jpg?background=000000&cropX1=400&cropX2=2723&cropY1=5&cropY2=2326,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,93,93,Chen Bang,Chen,chen-bang,chen-bang,3030,52,hospitals,Healthcare,M,//specials-images.forbesimg.com/imageserve/c0e911b1254c2a8ff552dcb819a51b50/416x416.jpg?background=000000&cropX1=6&cropX2=739&cropY1=61&cropY2=794,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,109,109,Chen Jianhua,Chen,chen-jianhua,chen-jianhua,2590,47,chemicals,Manufacturing,M,//specials-images.forbesimg.com/imageserve/589ce89aa7ea431f3219275d/416x416.jpg?background=000000&cropX1=68&cropX2=694&cropY1=192&cropY2=819,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,132,132,Chen Qingzhou,Chen,chen-qingzhou,no-pic,2300,52,communications equipment,Telecom,M,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,135,135,Chen Jinxia,Chen,chen-jinxia,no-pic-female,2290,49,investments,Finance and Investments,F,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,136,136,Chen Hua,Chen,chen-hua-1,chen-hua-1,2280,52,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589ce2114bbe6f0e558666f7/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=103&cropY2=844,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,165,165,Chen Qixing,Chen,chen-qixing,no-pic,1910,58,electronics components,Technology,M,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,177,177,Chen Dejun,Chen,chen-dejun,no-pic,1840,47,package delivery,Logistics,M,//specials-images.forbesimg.com/imageserve/589cebf1a7ea431f321927c9/416x416.jpg?background=000000&cropX1=147&cropX2=511&cropY1=243&cropY2=607,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,202,202,Chen Xiaoying,Chen,chen-xiaoying,no-pic-female,1700,41,package delivery,Logistics,F,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,203,202,Chen Xueli,Chen,chen-xueli,no-pic,1700,67,pharmaceuticals,Healthcare,M,//specials-images.forbesimg.com/imageserve/589ceb5c4bbe6f0e5586699b/416x416.jpg?background=000000&cropX1=19&cropX2=713&cropY1=35&cropY2=730,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,205,205,Chen Feng,Chen,chen-feng-1,no-pic,1690,64,conglomerate,Diversified,M,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,210,210,Chen Zhuolin,Chen,chen-zhuolin,chen-zhuolin,1670,55,real estate,Real Estate,M,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,238,238,Chen Tianqiao,Chen,chen-tianqiao,chen-tianqiao,1550,44,online games,Technology,M,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,272,272,Chen Ningning,Chen,chen-ningning,chen-ningning,1410,47,minerals,Metals & Mining,F,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,323,323,Chen Xiaxin,Chen,chen-xiaxin,no-pic,1230,55,manufacturing,Diversified,M,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,345,344,Chen Bo,Chen,chen-bo,no-pic,1170,47,wind power generation,Energy,M,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,352,352,Chen Dakui,Chen,chen-dakui,no-pic,1160,66,shrink-wrap film,Manufacturing,M,49
Chen Nianci,Chen,chen-nianci,no-pic,empty,66,retail,Fashion & Retail,M,China,1506115897970,377,377,Chen Jinsong,Chen,chen-jinsong,chen-jinsong,1120,54,real estate,Real Estate,M,49
Bruce Cheng,Cheng,bruce-cheng,bruce-cheng,21.005,82,electronics,Technology,M,Taiwan,1516704901086,1365.561,1714,1714,155,152,Ye Cheng,Ye,ye-cheng,no-pic,2030,56,conglomerate,Diversified,M,49
Bruce Cheng,Cheng,bruce-cheng,bruce-cheng,21.005,82,electronics,Technology,M,Taiwan,1516704901086,1365.561,1714,1714,159,159,Cheng Xue,Cheng,cheng-xue,no-pic-female,1960,47,soy sauce,Food and Beverage,F,49
Bruce Cheng,Cheng,bruce-cheng,bruce-cheng,21.005,82,electronics,Technology,M,Taiwan,1516704901086,1365.561,1714,1714,233,232,Cheng Xianfeng,Cheng,cheng-xianfeng,no-pic,1570,49,pharmaceuticals,Healthcare,M,49
Bruce Cheng,Cheng,bruce-cheng,bruce-cheng,21.005,82,electronics,Technology,M,Taiwan,1516704901086,1365.561,1714,1714,333,333,Cheng Wei,Cheng,cheng-wei,cheng-wei,1200,35,ride-hailing service,Service,M,//specials-images.forbesimg.com/imageserve/59162c8931358e03e5590c24/416x416.jpg?background=000000&cropX1=1046&cropX2=3177&cropY1=126&cropY2=2256,49
Fu Mingkang,Fu,fu-mingkang,no-pic,empty,54,manufacturing,Manufacturing,M,China,1510749394141,279,279,Fu Mingkang,Fu,fu-mingkang,no-pic,1390,54,manufacturing,Manufacturing,M,99
Gu Wei,Gu,gu-wei,no-pic,-13.814,52,consumer electronics,Manufacturing,M,China,1516704901086,1247.173,1821,1821,298,298,Gu Wei,Gu,gu-wei,no-pic,1310,52,consumer electronics,Manufacturing,M,99
Han Tao,Han,han-tao,no-pic,21.29,57,electronics components,Manufacturing,M,China,1516704901086,1192.476,1875,1875,324,324,Han Tao,Han,han-tao,no-pic,1220,57,electronics components,Manufacturing,M,99
Huang Wen Tsai,Huang,huang-wen-tsai,huang-wen-tsai,0,64,real estate,Real Estate,M,China,1516704901086,1072.673,1977,1977,99,98,Huang Shih Tsai,Huang,huang-shih-tsai,huang-shih-tsai,2800,66,real estate,Real Estate,M,66
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,71,71,Huang Rulun,Huang,huang-rulun,huang-rulun,3650,66,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/b8f39daf7c442a93e854518a273084a2/416x416.jpg?background=000000&cropX1=69&cropX2=716&cropY1=142&cropY2=790,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,105,105,Huang Wei,Huang,huang-wei,no-pic,2670,58,real estate,Real Estate,M,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,147,147,Huang Zhenda,Huang,huang-zhenda,huang-zhenda,2100,70,construction,Construction & Engineering,M,//specials-images.forbesimg.com/imageserve/589d027da7ea431f321928c5/416x416.jpg?background=000000&cropX1=188&cropX2=681&cropY1=153&cropY2=646,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,166,166,Huang Hongyun,Huang,huang-hongyun,huang-hongyun,1900,51,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/58c3299931358e1a35accc03/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=172&cropY2=916,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,172,172,Huang Yi,Huang,huang-yi,no-pic,1870,56,auto distribution,Automotive,M,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,223,222,Huang Chulong,Huang,huang-chulong,huang-chulong,1620,59,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589cce694bbe6f0e5586650d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=164&cropY2=908,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,246,245,Huang Qiaoling,Huang,huang-qiaoling,huang-qiaoling,1500,59,amusement parks,Media & Entertainment,M,//specials-images.forbesimg.com/imageserve/589cffdb4bbe6f0e55866afb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=122&cropY2=866,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,287,286,Huang Zhuangmian,Huang,huang-zhuangmian,no-pic,1340,47,logistics,Logistics,M,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,331,329,Huang Qisen,Huang,huang-qisen,huang-qisen,1210,53,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d013c4bbe6f0e55866afe/416x416.jpg?background=000000&cropX1=74&cropX2=630&cropY1=76&cropY2=632,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,339,339,Huang Li,Huang,huang-li-1,huang-li-1,1190,54,imaging systems,Technology,M,//specials-images.forbesimg.com/imageserve/589d00f431358e1a35ab0a5f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=93&cropY2=837,49
Huang Wenji,Huang,huang-wenji,no-pic,empty,49,umbrellas,Manufacturing,M,China,1506115903947,354,352,Huang Bingwen,Huang,huang-bingwen,no-pic,1160,64,cigarette packaging,Manufacturing,M,49
Ji Qi,Ji,ji-qi,no-pic,203.184,51,"hotels motels",Real Estate,M,China,1516704901086,4090.193,561,561,87,87,Ji Qi,Ji,ji-qi,no-pic,3200,51,"hotels motels",Real Estate,M,//specials-images.forbesimg.com/imageserve/5a0ca0954bbe6f37e657caba/416x416.jpg?background=000000&cropX1=1431&cropX2=2475&cropY1=1382&cropY2=2427,99
Jiang Wei,Jiang,jiang-wei,jiang-wei,-32.505,56,pharmaceuticals,Healthcare,M,China,1516704901086,1240.604,1830,1830,231,229,Jiang Wei,Jiang,jiang-wei,jiang-wei,1590,56,pharmaceuticals,Healthcare,M,99
Jiang Yehua,Jiang,jiang-yehua,jiang-yehua,0,55,real estate,Real Estate,M,China,1516704901086,2070.893,1223,1223,157,157,Jiang Yehua,Jiang,jiang-yehua,jiang-yehua,1990,55,real estate,Real Estate,M,99
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,32,32,Lin Xiucheng,Lin,lin-xiucheng,lin-xiucheng,5740,62,electronics,Technology,M,http://specials-images.forbesimg.com/imageserve/c6c43100dbae28f161e7055a5e75f340/416x416.jpg?background=000000&cropX1=8&cropX2=591&cropY1=105&cropY2=688,49
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,114,114,Lin Zhong,Lin,lin-zhong,no-pic,2520,49,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d2201a7ea431f321929d4/416x416.jpg?background=000000&cropX1=159&cropX2=602&cropY1=89&cropY2=532,49
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,142,142,Lin Li,Lin,lin-li,no-pic,2170,54,investments,Finance and Investments,M,//specials-images.forbesimg.com/imageserve/58c338ac4bbe6f0e55885d28/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=118&cropY2=862,49
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,181,181,Lin Jianhua,Lin,lin-jianhua,lin-jianhua,1810,55,solar panel components,Manufacturing,M,49
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,270,269,Lin Dingqiang,Lin,lin-dingqiang,no-pic,1420,51,real estate,Real Estate,M,49
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,320,320,Lin Fanlian,Lin,lin-fanlian,no-pic,1240,56,gas,Energy,M,49
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,334,333,Lin Yi,Lin,lin-yi,no-pic,1200,empty,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d2183a7ea431f321929d0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=209&cropY2=953,49
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,355,352,Lin Tianfu,Lin,lin-tianfu,lin-tianfu,1160,55,"footwear apparel",Fashion & Retail,M,//specials-images.forbesimg.com/imageserve/589f68b1a7ea431f32194be2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=60&cropY2=804,49
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,384,383,Lin Zhixiong,Lin,lin-zhixiong,no-pic,1100,44,medical devices,Healthcare,M,49
Lin Ming-hsiung,Lin,lin-ming-hsiung,lin-ming-hsiung,0,68,supermarkets,Fashion & Retail,M,Taiwan,1516704901086,1509.21,1588,1588,397,395,Lin Zhijun,Lin,lin-zhijun,no-pic,1070,42,medical devices,Healthcare,M,49
Liu Bing,Liu,liu-bing,no-pic,empty,49,retail,Fashion & Retail,M,China,1510749417053,364,362,Liu Bing,Liu,liu-bing,no-pic,1150,49,retail,Fashion & Retail,M,99
Liu Xuejing,Liu,liu-xuejing,liu-xuejing,0,67,"copper poultry",Diversified,M,China,1516704901086,1206.746,1861,1861,356,352,Liu Xuejing,Liu,liu-xuejing,liu-xuejing,1160,67,"copper poultry",Diversified,M,99
Lo Siu Yu,Lo,lo-siu-yu,no-pic,14.864,48,conglomerate,Diversified,M,Hong Kong,1516704901086,1037.399,1997,1997,392,391,Lo Siu Yu,Lo,lo-siu-yu,no-pic,1090,48,conglomerate,Diversified,M,100
Lou Zhongfu,Lou,lou-zhongfu,lou-zhongfu,2.136,64,real estate,Real Estate,M,China,1516704901086,1486.176,1607,1607,266,266,Lou Zhongfu,Lou,lou-zhongfu,lou-zhongfu,1430,64,real estate,Real Estate,M,//specials-images.forbesimg.com/imageserve/589d2b514bbe6f0e55866c91/416x416.jpg?background=000000&cropX1=274&cropX2=532&cropY1=359&cropY2=617,99
Peng Jianhu,Peng,peng-jianhu,no-pic,2.624,61,tourism,Media & Entertainment,M,China,1516704901086,1124.026,1934,1934,366,362,Peng Jianhu,Peng,peng-jianhu,no-pic,1150,61,tourism,Media & Entertainment,M,99
Que Wenbin,Que,que-wenbin,no-pic,0,54,pharmaceuticals,Healthcare,M,China,1516704901086,1432.294,1651,1651,280,280,Que Wenbin,Que,que-wenbin,no-pic,1380,54,pharmaceuticals,Healthcare,M,99
Wen Jianping,Wen,wen-jianping,wen-jianping,19.074,55,sewage treatment,Service,M,China,1516704901086,1237.068,1833,1833,281,280,Wen Jianping,Wen,wen-jianping,wen-jianping,1380,55,sewage treatment,Service,M,99
Wu Daohong,Wu,wu-daohong,no-pic,0,52,energy services,Energy,M,China,1516704901086,1168.957,1894,1894,376,373,Wu Daohong,Wu,wu-daohong,no-pic,1130,52,energy services,Energy,M,//specials-images.forbesimg.com/imageserve/589df21b31358e1a35ab1431/416x416.jpg?background=000000&cropX1=32&cropX2=567&cropY1=261&cropY2=796,99
Bo Shijiu,Bo,bo-shijiu,no-pic,empty,53,logsitics,Logistics,M,China,1510749396570,284,284,Bo Shijiu,Bo,bo-shijiu,no-pic,1350,53,logsitics,Logistics,M,99
Jack Dorsey,Dorsey,jack-dorsey,jack-dorsey,167.914,41,Twitter,Technology,M,United States,1516704901086,3332.952,718,718,3,3,Jack Ma,Ma,jack-ma,jack-ma,38600,53,e-commerce,Technology,M,//specials-images.forbesimg.com/imageserve/5a0b1dbf4bbe6f6cadc8775a/416x416.jpg?background=000000&cropX1=746&cropX2=3724&cropY1=0&cropY2=2976,49
